entity_id,name,canonical,entity_type,context,source,source_url
ENT_D72611,black rust,black rust,Disease,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops. Crop species that are affected by the disease include bread wheat, durum wheat, barley and triticale. These diseases have affected cere",wikipedia,https://en.wikipedia.org/wiki/Stem_rust
ENT_AB1B5D,red rust,red rust,Disease,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops. Crop species that are affected by the disease include bread wheat, durum wheat, barley and triticale. These diseases have affected cere",wikipedia,https://en.wikipedia.org/wiki/Stem_rust
ENT_F59074,red dust,red dust,Disease,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops. Crop species that are affected by the disease include bread wheat, durum wheat, barley and triticale. These diseases have affected cere",wikipedia,https://en.wikipedia.org/wiki/Stem_rust
ENT_E05C40,''Puccinia graminis,puccinia graminis,Disease,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops. Crop species that are affected by the disease include bread wheat, durum wheat, barley and triticale. These diseases have affected cere",wikipedia,https://en.wikipedia.org/wiki/Stem_rust
ENT_BC4D0A,Rice blast,rice blast,Disease,,wikipedia,https://en.wikipedia.org/wiki/Rice_blast
ENT_0FF503,Sheath blight,sheath blight,Disease,,wikipedia,https://en.wikipedia.org/wiki/Sheath_blight
ENT_FBCFC3,Northern corn leaf blight,northern corn leaf blight,Disease,"Northern corn leaf blight (NCLB) or Turcicum leaf blight (TLB) is a foliar disease of corn (maize) caused by Exserohilum turcicum, the anamorph of the ascomycete Setosphaeria turcica. With its characteristic cigar-shaped lesions, this disease can cause significant yield loss in susceptible corn hybr",wikipedia,https://en.wikipedia.org/wiki/Northern_corn_leaf_blight
ENT_44D55B,Turcicum leaf blight,turcicum leaf blight,Disease,"Northern corn leaf blight (NCLB) or Turcicum leaf blight (TLB) is a foliar disease of corn (maize) caused by Exserohilum turcicum, the anamorph of the ascomycete Setosphaeria turcica. With its characteristic cigar-shaped lesions, this disease can cause significant yield loss in susceptible corn hybr",wikipedia,https://en.wikipedia.org/wiki/Northern_corn_leaf_blight
ENT_38F14E,Corn smut,corn smut,Disease,"Corn smut is a plant disease caused by the pathogenic fungus Mycosarcoma maydis, synonym Ustilago maydis. One of several cereal crop pathogens called smut, the fungus forms galls on all above-ground parts of corn species such as maize and teosinte. The infected corn is edible; in Mexico, it is consi",wikipedia,https://en.wikipedia.org/wiki/Corn_smut
ENT_5C4468,''Mycosarcoma maydis,mycosarcoma maydis,Disease,"Corn smut is a plant disease caused by the pathogenic fungus Mycosarcoma maydis, synonym Ustilago maydis. One of several cereal crop pathogens called smut, the fungus forms galls on all above-ground parts of corn species such as maize and teosinte. The infected corn is edible; in Mexico, it is consi",wikipedia,https://en.wikipedia.org/wiki/Corn_smut
ENT_CD17BE,{{lang|es|huitlacoche}},lang|es|huitlacoche,Disease,"Corn smut is a plant disease caused by the pathogenic fungus Mycosarcoma maydis, synonym Ustilago maydis. One of several cereal crop pathogens called smut, the fungus forms galls on all above-ground parts of corn species such as maize and teosinte. The infected corn is edible; in Mexico, it is consi",wikipedia,https://en.wikipedia.org/wiki/Corn_smut
ENT_5AAB83,Maize streak virus,maize streak virus,Disease,"Maize streak virus (MSV) is a virus primarily known for causing maize streak disease (MSD) in its major host, and which also infects over 80 wild and domesticated grasses. It is an insect-transmitted pathogen of maize in the genus Mastrevirus of the family Geminiviridae that is endemic in sub-Sahara",wikipedia,https://en.wikipedia.org/wiki/Maize_streak_virus
ENT_0ECBFF,Maize streak virus (MSV),maize streak virus (msv,Disease,"Maize streak virus (MSV) is a virus primarily known for causing maize streak disease (MSD) in its major host, and which also infects over 80 wild and domesticated grasses. It is an insect-transmitted pathogen of maize in the genus Mastrevirus of the family Geminiviridae that is endemic in sub-Sahara",wikipedia,https://en.wikipedia.org/wiki/Maize_streak_virus
ENT_01A610,maize streak disease,maize streak disease,Disease,"Maize streak virus (MSV) is a virus primarily known for causing maize streak disease (MSD) in its major host, and which also infects over 80 wild and domesticated grasses. It is an insect-transmitted pathogen of maize in the genus Mastrevirus of the family Geminiviridae that is endemic in sub-Sahara",wikipedia,https://en.wikipedia.org/wiki/Maize_streak_virus
ENT_6551F7,MSD,msd,Disease,"Maize streak virus (MSV) is a virus primarily known for causing maize streak disease (MSD) in its major host, and which also infects over 80 wild and domesticated grasses. It is an insect-transmitted pathogen of maize in the genus Mastrevirus of the family Geminiviridae that is endemic in sub-Sahara",wikipedia,https://en.wikipedia.org/wiki/Maize_streak_virus
ENT_806B04,Goss%27s wilt,goss%27s wilt,Disease,,wikipedia,https://en.wikipedia.org/wiki/Goss%27s_wilt
ENT_27E874,Asian soybean rust,asian soybean rust,Disease,,wikipedia,https://en.wikipedia.org/wiki/Asian_soybean_rust
ENT_714714,Soybean mosaic virus,soybean mosaic virus,Disease,Soybean mosaic virus (SMV) is a member of the plant virus genus Potyvirus (family Potyviridae). It infects mainly plants belonging to the family Fabaceae but has also been found infecting other economically important crops. SMV is the cause of soybean mosaic disease that occurs in all the soybean pr,wikipedia,https://en.wikipedia.org/wiki/Soybean_mosaic_virus
ENT_263009,Phytophthora root rot,phytophthora root rot,Disease,,wikipedia,https://en.wikipedia.org/wiki/Phytophthora_root_rot
ENT_6AED6D,White mold,white mold,Disease,,wikipedia,https://en.wikipedia.org/wiki/White_mold
ENT_D69830,Apple scab,apple scab,Disease,"Apple scab is a common disease of plants in the rose family (Rosaceae) that is caused by the ascomycete fungus Venturia inaequalis. While this disease affects several plant genera, including Sorbus, Cotoneaster, and Pyrus, it is most commonly associated with the infection of Malus trees, including s",wikipedia,https://en.wikipedia.org/wiki/Apple_scab
ENT_67E966,Fire blight,fire blight,Disease,"Fire blight, also written fireblight, is a contagious disease affecting apples, pears, and some other members of the family Rosaceae. It is a serious concern to apple and pear producers. Under optimal conditions, it can destroy an entire orchard in a single growing season. The causal pathogen is Erw",wikipedia,https://en.wikipedia.org/wiki/Fire_blight
ENT_1A8D7A,fireblight,fireblight,Disease,"Fire blight, also written fireblight, is a contagious disease affecting apples, pears, and some other members of the family Rosaceae. It is a serious concern to apple and pear producers. Under optimal conditions, it can destroy an entire orchard in a single growing season. The causal pathogen is Erw",wikipedia,https://en.wikipedia.org/wiki/Fire_blight
ENT_52C632,''Erwinia amylovora,erwinia amylovora,Disease,"Fire blight, also written fireblight, is a contagious disease affecting apples, pears, and some other members of the family Rosaceae. It is a serious concern to apple and pear producers. Under optimal conditions, it can destroy an entire orchard in a single growing season. The causal pathogen is Erw",wikipedia,https://en.wikipedia.org/wiki/Fire_blight
ENT_5AE0B5,Grape downy mildew,grape downy mildew,Disease,,wikipedia,https://en.wikipedia.org/wiki/Grape_downy_mildew
ENT_2AA5D8,Botrytis cinerea,botrytis cinerea,Disease,"Botrytis cinerea is a necrotrophic (feeding on dead tissue) fungus that affects many plant species, including wine grapes. In viticulture, it is commonly known as ""botrytis bunch rot""; in horticulture, it is usually called ""grey mould"" or ""gray mold"". The fungus gives rise to two different kinds of",wikipedia,https://en.wikipedia.org/wiki/Botrytis_cinerea
ENT_2AA5D8,''Botrytis cinerea,botrytis cinerea,Disease,"Botrytis cinerea is a necrotrophic (feeding on dead tissue) fungus that affects many plant species, including wine grapes. In viticulture, it is commonly known as ""botrytis bunch rot""; in horticulture, it is usually called ""grey mould"" or ""gray mold"". The fungus gives rise to two different kinds of",wikipedia,https://en.wikipedia.org/wiki/Botrytis_cinerea
ENT_B0EAF3,Citrus greening disease,citrus greening disease,Disease,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,wikipedia,https://en.wikipedia.org/wiki/Citrus_greening_disease
ENT_D20FB1,huánglóngbìng,huanglongbing,Disease,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,wikipedia,https://en.wikipedia.org/wiki/Citrus_greening_disease
ENT_A9B674,HLB,hlb,Disease,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,wikipedia,https://en.wikipedia.org/wiki/Citrus_greening_disease
ENT_945C74,Citrus canker,citrus canker,Disease,"Citrus canker is a disease affecting Citrus species caused by the bacterium Xanthomonas citri. Infection causes lesions on the leaves, stems, and fruit of citrus trees, including lime, oranges, and grapefruit. While not harmful to humans, canker significantly affects the vitality of citrus trees,",wikipedia,https://en.wikipedia.org/wiki/Citrus_canker
ENT_2674BA,Peach leaf curl,peach leaf curl,Disease,,wikipedia,https://en.wikipedia.org/wiki/Peach_leaf_curl
ENT_AB2DF4,Cedar-apple rust,cedar-apple rust,Disease,,wikipedia,https://en.wikipedia.org/wiki/Cedar-apple_rust
ENT_E4CA4F,Panama disease,panama disease,Disease,"Panama disease (or Fusarium wilt) is a plant disease that infects banana plants (Musa spp.). It is a wilting disease caused by the fungus Fusarium oxysporum f. sp. cubense. The pathogen is resistant to fungicides, and its control is limited to phytosanitary measures. During the 1950s, an outbreak of",wikipedia,https://en.wikipedia.org/wiki/Panama_disease
ENT_5871F1,Fusarium wilt,fusarium wilt,Disease,"Panama disease (or Fusarium wilt) is a plant disease that infects banana plants (Musa spp.). It is a wilting disease caused by the fungus Fusarium oxysporum f. sp. cubense. The pathogen is resistant to fungicides, and its control is limited to phytosanitary measures. During the 1950s, an outbreak of",wikipedia,https://en.wikipedia.org/wiki/Panama_disease
ENT_3AF366,Black Sigatoka,black sigatoka,Disease,,wikipedia,https://en.wikipedia.org/wiki/Black_Sigatoka
ENT_01E510,Banana bunchy top virus,banana bunchy top virus,Disease,Banana bunchy top virus (BBTV) is a plant pathogenic virus of the family Nanoviridae known for infecting banana plants and other crops. It is aphid transmitted.,wikipedia,https://en.wikipedia.org/wiki/Banana_bunchy_top_virus
ENT_4A3ABC,Coffee leaf rust,coffee leaf rust,Disease,,wikipedia,https://en.wikipedia.org/wiki/Coffee_leaf_rust
ENT_1A1CD7,Powdery mildew,powdery mildew,Disease,,wikipedia,https://en.wikipedia.org/wiki/Powdery_mildew
ENT_0AE8E8,Downy mildew,downy mildew,Disease,"Downy mildew refers to any of several types of oomycete microbes that are obligate parasites of plants. Downy mildews exclusively belong to the Peronosporaceae family. In commercial agriculture, they are a particular problem for growers of crucifers, grapes and vegetables that grow on vines. The pri",wikipedia,https://en.wikipedia.org/wiki/Downy_mildew
ENT_5871F1,Fusarium wilt,fusarium wilt,Disease,"Fusarium wilt is a common vascular wilt fungal disease, exhibiting symptoms similar to Verticillium wilt. This disease has been investigated extensively since the early years of this century. The pathogen that causes Fusarium wilt is Fusarium oxysporum (F. oxysporum). The species is further divided",wikipedia,https://en.wikipedia.org/wiki/Fusarium_wilt
ENT_175A34,Verticillium wilt,verticillium wilt,Disease,"Verticillium wilt is a wilt disease affecting over 350 species of eudicot plants. It is caused by six species of Verticillium fungi: V. dahliae, V. albo-atrum, V. longisporum, V. nubilum, V. theobromae and V. tricorpus. Many economically important plants are susceptible including cotton, tomatoes, p",wikipedia,https://en.wikipedia.org/wiki/Verticillium_wilt
ENT_F70481,Anthracnose,anthracnose,Disease,,wikipedia,https://en.wikipedia.org/wiki/Anthracnose
ENT_EC0394,Damping off,damping off,Disease,"Damping off (or damping-off) is a horticultural disease or condition, caused by several different pathogens that kill or weaken seeds or seedlings before or after they germinate. It is most prevalent in wet and cool conditions.",wikipedia,https://en.wikipedia.org/wiki/Damping_off
ENT_A5EF98,damping-off,damping-off,Disease,"Damping off (or damping-off) is a horticultural disease or condition, caused by several different pathogens that kill or weaken seeds or seedlings before or after they germinate. It is most prevalent in wet and cool conditions.",wikipedia,https://en.wikipedia.org/wiki/Damping_off
ENT_5F9089,Crown gall,crown gall,Disease,,wikipedia,https://en.wikipedia.org/wiki/Crown_gall
ENT_C61501,Clubroot,clubroot,Disease,"Clubroot is a common disease of cabbages, canola, broccoli, cauliflower, Brussels sprouts, radishes, turnips, stocks, wallflowers and other plants of the family Brassicaceae (Cruciferae). It is caused by Plasmodiophora brassicae, which was once considered a slime mold but is now a protist in the cla",wikipedia,https://en.wikipedia.org/wiki/Clubroot
ENT_3D0052,Sclerotinia stem rot,sclerotinia stem rot,Disease,,wikipedia,https://en.wikipedia.org/wiki/Sclerotinia_stem_rot
ENT_BA65FA,Bacterial blight,bacterial blight,Disease,,wikipedia,https://en.wikipedia.org/wiki/Bacterial_blight
