entity_id,name,canonical,entity_type,context,source,source_url,crop,pathogen,folder_name
PV_0002_V012,ABR,abr,Disease,Fungal disease caused by Botryosphaeria obtusa. Creates circular brown lesions on fruit and frog-eye leaf spot. Common in humid climates.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,apple,Botryosphaeria obtusa,
PV_0002_V013,apple rot,apple rot,Disease,Fungal disease caused by Botryosphaeria obtusa. Creates circular brown lesions on fruit and frog-eye leaf spot. Common in humid climates.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,apple,Botryosphaeria obtusa,
PV_0003,Cedar Apple Rust,cedar apple rust,Disease,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"apple, cedar",Gymnosporangium juniperi-virginianae,
PV_0003_V015,Cedar Apple Rust,cedar apple rust,Disease,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"apple, cedar",Gymnosporangium juniperi-virginianae,
PV_0003_V016,CEDAR APPLE RUST,cedar apple rust,Disease,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"apple, cedar",Gymnosporangium juniperi-virginianae,
PV_0003_V017,cedar-apple rust,cedar-apple rust,Disease,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"apple, cedar",Gymnosporangium juniperi-virginianae,
PV_0003_V018,CAR,car,Disease,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"apple, cedar",Gymnosporangium juniperi-virginianae,
PV_0003_V019,apple rust,apple rust,Disease,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"apple, cedar",Gymnosporangium juniperi-virginianae,
PV_0003_V020,Gymnosporangium rust,gymnosporangium rust,Disease,Fungal disease caused by Gymnosporangium juniperi-virginianae requiring two hosts: cedar/juniper and apple. Causes yellow-orange spots on apple leaves.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"apple, cedar",Gymnosporangium juniperi-virginianae,
PV_0004,Corn Common Rust,corn common rust,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Puccinia sorghi,
PV_0004_V022,Corn Common Rust,corn common rust,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Puccinia sorghi,
PV_0004_V023,Common Rust of Maize,common rust of maize,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Puccinia sorghi,
PV_0004_V024,COMMON RUST,common rust,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Puccinia sorghi,
PV_0004_V025,maize rust,maize rust,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Puccinia sorghi,
PV_0004_V026,common corn rust,common corn rust,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Puccinia sorghi,
PV_0004_V027,Puccinia rust,puccinia rust,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Puccinia sorghi,
PV_0004_V028,CCR,ccr,Disease,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Widespread in temperate regions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Puccinia sorghi,
PV_0005,Northern Leaf Blight,northern leaf blight,Disease,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Exserohilum turcicum,
PV_0005_V030,Northern Leaf Blight,northern leaf blight,Disease,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Exserohilum turcicum,
PV_0005_V031,NORTHERN LEAF BLIGHT,northern leaf blight,Disease,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Exserohilum turcicum,
PV_0005_V032,NLB,nlb,Disease,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Exserohilum turcicum,
PV_0005_V033,northern corn leaf blight,northern corn leaf blight,Disease,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Exserohilum turcicum,
PV_0005_V034,NCLB,nclb,Disease,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Exserohilum turcicum,
PV_0005_V035,Turcicum blight,turcicum blight,Disease,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Exserohilum turcicum,
PV_0005_V036,northern blight of maize,northern blight of maize,Disease,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Exserohilum turcicum,
PV_0006,Gray Leaf Spot,gray leaf spot,Disease,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Cercospora zeae-maydis,
PV_0006_V038,Gray Leaf Spot,gray leaf spot,Disease,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Cercospora zeae-maydis,
PV_0006_V039,Grey Leaf Spot,grey leaf spot,Disease,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Cercospora zeae-maydis,
PV_0006_V040,GRAY LEAF SPOT,gray leaf spot,Disease,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Cercospora zeae-maydis,
PV_0006_V041,GLS,gls,Disease,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Cercospora zeae-maydis,
PV_0006_V042,Cercospora leaf spot of maize,cercospora leaf spot of maize,Disease,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Cercospora zeae-maydis,
PV_0006_V043,gray spot,gray spot,Disease,"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"corn, maize",Cercospora zeae-maydis,
PV_0007,Tomato Late Blight,tomato late blight,Disease,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Phytophthora infestans,
PV_0007_V045,Tomato Late Blight,tomato late blight,Disease,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Phytophthora infestans,
PV_0007_V046,Late Blight of Tomato,late blight of tomato,Disease,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Phytophthora infestans,
PV_0007_V047,LATE BLIGHT,late blight,Disease,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Phytophthora infestans,
PV_0007_V048,late blight,late blight,Disease,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Phytophthora infestans,
PV_0007_V049,LB,lb,Disease,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Phytophthora infestans,
PV_0007_V050,Phytophthora blight,phytophthora blight,Disease,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Phytophthora infestans,
PV_0007_V051,tomato blight,tomato blight,Disease,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Phytophthora infestans,
PV_0007_V052,late blight disease,late blight disease,Disease,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Phytophthora infestans,
PV_0008,Tomato Early Blight,tomato early blight,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Alternaria solani,
PV_0008_V054,Tomato Early Blight,tomato early blight,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Alternaria solani,
PV_0008_V055,Early Blight of Tomato,early blight of tomato,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Alternaria solani,
PV_0008_V056,EARLY BLIGHT,early blight,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Alternaria solani,
PV_0008_V057,early blight,early blight,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Alternaria solani,
PV_0008_V058,EB,eb,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Alternaria solani,
PV_0008_V059,Alternaria blight,alternaria blight,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Alternaria solani,
PV_0008_V060,early blight disease,early blight disease,Disease,"Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, potato",Alternaria solani,
PV_0009,Tomato Bacterial Spot,tomato bacterial spot,Disease,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, pepper",Xanthomonas campestris pv. vesicatoria,
PV_0009_V062,Tomato Bacterial Spot,tomato bacterial spot,Disease,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, pepper",Xanthomonas campestris pv. vesicatoria,
PV_0009_V063,BACTERIAL SPOT,bacterial spot,Disease,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, pepper",Xanthomonas campestris pv. vesicatoria,
PV_0009_V064,bacterial spot,bacterial spot,Disease,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, pepper",Xanthomonas campestris pv. vesicatoria,
PV_0009_V065,bacterial spot of tomato,bacterial spot of tomato,Disease,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, pepper",Xanthomonas campestris pv. vesicatoria,
PV_0009_V066,TBS,tbs,Disease,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, pepper",Xanthomonas campestris pv. vesicatoria,
PV_0009_V067,Xanthomonas spot,xanthomonas spot,Disease,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favoured by warm, wet conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"tomato, pepper",Xanthomonas campestris pv. vesicatoria,
PV_0010,Tomato Leaf Mold,tomato leaf mold,Disease,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Passalora fulva,
PV_0010_V069,Tomato Leaf Mold,tomato leaf mold,Disease,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Passalora fulva,
PV_0010_V070,TOMATO LEAF MOLD,tomato leaf mold,Disease,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Passalora fulva,
PV_0010_V071,leaf mold of tomato,leaf mold of tomato,Disease,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Passalora fulva,
PV_0010_V072,leaf mould,leaf mould,Disease,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Passalora fulva,
PV_0010_V073,tomato mold,tomato mold,Disease,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Passalora fulva,
PV_0010_V074,Cladosporium leaf mold,cladosporium leaf mold,Disease,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Passalora fulva,
PV_0011,Tomato Septoria Leaf Spot,tomato septoria leaf spot,Disease,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Septoria lycopersici,
PV_0011_V076,Tomato Septoria Leaf Spot,tomato septoria leaf spot,Disease,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Septoria lycopersici,
PV_0011_V077,SEPTORIA LEAF SPOT,septoria leaf spot,Disease,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Septoria lycopersici,
PV_0011_V078,Septoria spot,septoria spot,Disease,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Septoria lycopersici,
PV_0011_V079,septoria blight,septoria blight,Disease,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Septoria lycopersici,
PV_0011_V080,SLS,sls,Disease,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Septoria lycopersici,
PV_0011_V081,leaf spot of tomato,leaf spot of tomato,Disease,Fungal disease caused by Septoria lycopersici. Produces numerous small circular spots with dark borders and light grey centres. Rapidly defoliates plants.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Septoria lycopersici,
PV_0012,Tomato Spider Mites,tomato spider mites,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tetranychus urticae,
PV_0012_V083,Tomato Spider Mites,tomato spider mites,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tetranychus urticae,
PV_0012_V084,Spider Mite of Tomato,spider mite of tomato,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tetranychus urticae,
PV_0012_V085,SPIDER MITES,spider mites,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tetranychus urticae,
PV_0012_V086,two spotted spider mite,two spotted spider mite,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tetranychus urticae,
PV_0012_V087,TSSM,tssm,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tetranychus urticae,
PV_0012_V088,Tetranychus infestation,tetranychus infestation,Disease,"Two-spotted spider mite (Tetranychus urticae) infestation of tomato. Causes stippling, yellowing and bronzing of leaves. Thrives in hot dry conditions.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tetranychus urticae,
PV_0013,Tomato Target Spot,tomato target spot,Disease,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Corynespora cassiicola,
PV_0013_V090,Tomato Target Spot,tomato target spot,Disease,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Corynespora cassiicola,
PV_0013_V091,TARGET SPOT,target spot,Disease,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Corynespora cassiicola,
PV_0013_V092,target spot of tomato,target spot of tomato,Disease,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Corynespora cassiicola,
PV_0013_V093,Corynespora spot,corynespora spot,Disease,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Corynespora cassiicola,
