pair_id,name_1,name_2,canonical_1,canonical_2,entity_type,label,pair_source,confidence,note
AV_POS_0021,brome mosaic bromovirus,cowpea chlorotic mottle bromovirus,brome mosaic bromovirus,cowpea chlorotic mottle bromovirus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Bromovirus'
AV_POS_0022,Carpobrotus edulis,Mesembryanthemum edulis,carpobrotus edulis,mesembryanthemum edulis,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Carpobrotus edulis'
AV_POS_0023,Chagas disease,American trypanosomiasis,chagas disease,american trypanosomiasis,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Chagas disease'
AV_POS_0024,Clitoria yellow vein virus,CYVV (Clitoria yellow vein virus),clitoria yellow vein virus,cyvv (clitoria yellow vein virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Clitoria yellow vein virus'
AV_POS_0025,Coleus rotundifolius,Coleus parviflorus,coleus rotundifolius,coleus parviflorus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Coleus rotundifolius'
AV_POS_0026,Coleus rotundifolius,Coleus tuberosus,coleus rotundifolius,coleus tuberosus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Coleus rotundifolius'
AV_POS_0027,Coleus parviflorus,Coleus tuberosus,coleus parviflorus,coleus tuberosus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Coleus rotundifolius'
AV_POS_0028,Crimean-Congo hemorrhagic fever orthonairovirus,CCHFV,crimean-congo hemorrhagic fever orthonairovirus,cchfv,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0029,Crimean-Congo hemorrhagic fever orthonairovirus,Congo virus,crimean-congo hemorrhagic fever orthonairovirus,congo virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0030,Crimean-Congo hemorrhagic fever orthonairovirus,Crimean haemorrhagic fever virus,crimean-congo hemorrhagic fever orthonairovirus,crimean haemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0031,Crimean-Congo hemorrhagic fever orthonairovirus,Crimean hemorrhagic fever virus,crimean-congo hemorrhagic fever orthonairovirus,crimean hemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0032,Crimean-Congo hemorrhagic fever orthonairovirus,Crimean-Congo haemorrhagic fever virus,crimean-congo hemorrhagic fever orthonairovirus,crimean-congo haemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0033,Crimean-Congo hemorrhagic fever orthonairovirus,Crimean-Congo hemorrhagic fever virus,crimean-congo hemorrhagic fever orthonairovirus,crimean-congo hemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0034,CCHFV,Congo virus,cchfv,congo virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0035,CCHFV,Crimean haemorrhagic fever virus,cchfv,crimean haemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0036,CCHFV,Crimean hemorrhagic fever virus,cchfv,crimean hemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0037,CCHFV,Crimean-Congo haemorrhagic fever virus,cchfv,crimean-congo haemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0038,CCHFV,Crimean-Congo hemorrhagic fever virus,cchfv,crimean-congo hemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0039,Congo virus,Crimean haemorrhagic fever virus,congo virus,crimean haemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0040,Congo virus,Crimean hemorrhagic fever virus,congo virus,crimean hemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0041,Congo virus,Crimean-Congo haemorrhagic fever virus,congo virus,crimean-congo haemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0042,Congo virus,Crimean-Congo hemorrhagic fever virus,congo virus,crimean-congo hemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0043,Crimean haemorrhagic fever virus,Crimean hemorrhagic fever virus,crimean haemorrhagic fever virus,crimean hemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0044,Crimean haemorrhagic fever virus,Crimean-Congo haemorrhagic fever virus,crimean haemorrhagic fever virus,crimean-congo haemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0045,Crimean haemorrhagic fever virus,Crimean-Congo hemorrhagic fever virus,crimean haemorrhagic fever virus,crimean-congo hemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0046,Crimean hemorrhagic fever virus,Crimean-Congo haemorrhagic fever virus,crimean hemorrhagic fever virus,crimean-congo haemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0047,Crimean hemorrhagic fever virus,Crimean-Congo hemorrhagic fever virus,crimean hemorrhagic fever virus,crimean-congo hemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0048,Crimean-Congo haemorrhagic fever virus,Crimean-Congo hemorrhagic fever virus,crimean-congo haemorrhagic fever virus,crimean-congo hemorrhagic fever virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crimean-Congo hemorrhagic fever orthonairovirus'
AV_POS_0049,Crotalaria juncea,sunhemp,crotalaria juncea,sunhemp,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Crotalaria juncea'
AV_POS_0050,Densovirus,Densonucleosis virus,densovirus,densonucleosis virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Densovirus'
AV_POS_0051,Eurotiales,Aspergillales,eurotiales,aspergillales,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Eurotiales'
AV_POS_0052,Eurotiales,Plectascales,eurotiales,plectascales,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Eurotiales'
AV_POS_0053,Aspergillales,Plectascales,aspergillales,plectascales,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Eurotiales'
AV_POS_0054,Fusarium sporotrichioides,Fusarium sporotrichiella,fusarium sporotrichioides,fusarium sporotrichiella,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Fusarium sporotrichioides'
AV_POS_0055,Fusarium wilt of melon,Fusarium wilt of muskmelons,fusarium wilt of melon,fusarium wilt of muskmelons,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Fusarium wilt of melon'
AV_POS_0056,Gumboro disease,avian infectious bursitis,gumboro disease,avian infectious bursitis,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Gumboro disease'
AV_POS_0057,Gumboro disease,infectious bursal disease,gumboro disease,infectious bursal disease,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Gumboro disease'
AV_POS_0058,avian infectious bursitis,infectious bursal disease,avian infectious bursitis,infectious bursal disease,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Gumboro disease'
AV_POS_0059,Hantavirus,Hantaan virus,hantavirus,hantaan virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Hantavirus'
AV_POS_0060,Hantavirus,Puumala virus,hantavirus,puumala virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Hantavirus'
AV_POS_0061,Hantaan virus,Puumala virus,hantaan virus,puumala virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Hantavirus'
AV_POS_0062,Hendra henipavirus,Hendra virus,hendra henipavirus,hendra virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Hendra henipavirus'
AV_POS_0063,Hendra virus disease,Hendra virus infection,hendra virus disease,hendra virus infection,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Hendra virus disease'
AV_POS_0064,Holotrichia (Protozoa),holotrichs,holotrichia (protozoa,holotrichs,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Holotrichia (Protozoa)'
AV_POS_0065,Hypena scabra,Plathypena scabra,hypena scabra,plathypena scabra,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Hypena scabra'
AV_POS_0066,Lelystad virus,PRRS virus,lelystad virus,prrs virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Lelystad virus'
AV_POS_0067,Lentivirus,Lentivirinae,lentivirus,lentivirinae,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Lentivirus'
AV_POS_0068,Leporipoxvirus,Myxoma virus,leporipoxvirus,myxoma virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Leporipoxvirus'
AV_POS_0069,Leporipoxvirus,Myxomatosis virus,leporipoxvirus,myxomatosis virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Leporipoxvirus'
AV_POS_0070,Leporipoxvirus,rabbit fibroma virus,leporipoxvirus,rabbit fibroma virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Leporipoxvirus'
AV_POS_0071,Myxoma virus,Myxomatosis virus,myxoma virus,myxomatosis virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Leporipoxvirus'
AV_POS_0072,Myxoma virus,rabbit fibroma virus,myxoma virus,rabbit fibroma virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Leporipoxvirus'
AV_POS_0073,Myxomatosis virus,rabbit fibroma virus,myxomatosis virus,rabbit fibroma virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Leporipoxvirus'
AV_POS_0074,Lyssavirus,rabies-like viruses,lyssavirus,rabies-like viruses,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Lyssavirus'
AV_POS_0075,Macrotyloma axillare,Dolichos axillaris,macrotyloma axillare,dolichos axillaris,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Macrotyloma axillare'
AV_POS_0076,Macrotyloma uniflorum,Dolichos biflorus,macrotyloma uniflorum,dolichos biflorus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Macrotyloma uniflorum'
AV_POS_0077,Macrotyloma uniflorum,Dolichos uniflorus,macrotyloma uniflorum,dolichos uniflorus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Macrotyloma uniflorum'
AV_POS_0078,Dolichos biflorus,Dolichos uniflorus,dolichos biflorus,dolichos uniflorus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Macrotyloma uniflorum'
AV_POS_0079,Marburg virus disease,Marburg haemorrhagic fever,marburg virus disease,marburg haemorrhagic fever,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Marburg virus disease'
AV_POS_0080,Megachile rotundata,Megachile pacifica,megachile rotundata,megachile pacifica,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Megachile rotundata'
AV_POS_0081,Middle East respiratory syndrome coronavirus,MERS‐CoV,middle east respiratory syndrome coronavirus,merscov,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Middle East respiratory syndrome coronavirus'
AV_POS_0082,Mimosa scabrella,Mimosa bracatinga,mimosa scabrella,mimosa bracatinga,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Mimosa scabrella'
AV_POS_0083,Nepovirus,nepovirus group,nepovirus,nepovirus group,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Nepovirus'
AV_POS_0084,Neurotoma inconspicua,plum web spinning sawfly,neurotoma inconspicua,plum web spinning sawfly,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Neurotoma inconspicua'
AV_POS_0085,Newcastle disease,fowl pest,newcastle disease,fowl pest,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Newcastle disease'
AV_POS_0086,Newcastle disease virus,fowl pest virus,newcastle disease virus,fowl pest virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Newcastle disease virus'
AV_POS_0087,Nicotiana rustica,Nicotine tobacco,nicotiana rustica,nicotine tobacco,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Nicotiana rustica'
AV_POS_0088,Nipah virus,Henipavirus nipahense,nipah virus,henipavirus nipahense,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Nipah virus'
AV_POS_0089,Nipah virus,Nipah henipavirus,nipah virus,nipah henipavirus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Nipah virus'
AV_POS_0090,Henipavirus nipahense,Nipah henipavirus,henipavirus nipahense,nipah henipavirus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Nipah virus'
AV_POS_0091,Nipah virus disease,Nipah virus infection,nipah virus disease,nipah virus infection,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Nipah virus disease'
AV_POS_0092,Norovirus,Norwalk-like viruses,norovirus,norwalk-like viruses,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Norovirus'
AV_POS_0093,Norovirus,small round structured viruses,norovirus,small round structured viruses,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Norovirus'
AV_POS_0094,Norwalk-like viruses,small round structured viruses,norwalk-like viruses,small round structured viruses,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Norovirus'
AV_POS_0095,Nucleorhabdovirus,Plant Rhabdovirus Group B,nucleorhabdovirus,plant rhabdovirus group b,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Nucleorhabdovirus'
AV_POS_0096,Orthobunyavirus,Bunyavirus,orthobunyavirus,bunyavirus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Orthobunyavirus'
AV_POS_0097,Panama disease,Fusarium wilt of banana,panama disease,fusarium wilt of banana,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Panama disease'
AV_POS_0098,Panama disease,Panama disease of banana,panama disease,panama disease of banana,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Panama disease'
AV_POS_0099,Fusarium wilt of banana,Panama disease of banana,fusarium wilt of banana,panama disease of banana,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Panama disease'
AV_POS_0100,Pectobacterium carotovorum,Erwinia aroideae,pectobacterium carotovorum,erwinia aroideae,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pectobacterium carotovorum'
AV_POS_0101,Pectobacterium carotovorum,Erwinia carotovora,pectobacterium carotovorum,erwinia carotovora,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pectobacterium carotovorum'
AV_POS_0102,Erwinia aroideae,Erwinia carotovora,erwinia aroideae,erwinia carotovora,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pectobacterium carotovorum'
AV_POS_0103,Pectobacterium carotovorum subsp. atrosepticum,Erwinia atroseptica,pectobacterium carotovorum subsp. atrosepticum,erwinia atroseptica,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pectobacterium carotovorum subsp. atrosepticum'
AV_POS_0104,Perotis (Coleoptera),Perotis,perotis (coleoptera,perotis,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Perotis (Coleoptera)'
AV_POS_0105,Pestivirus,Mucosal disease virus,pestivirus,mucosal disease virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pestivirus'
AV_POS_0106,Pleurotus florida,white oyster mushroom,pleurotus florida,white oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus florida'
AV_POS_0107,Pleurotus ostreatus,oyster mushroom,pleurotus ostreatus,oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus ostreatus'
AV_POS_0108,Pleurotus ostreatus,pearl oyster mushroom,pleurotus ostreatus,pearl oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus ostreatus'
AV_POS_0109,Pleurotus ostreatus,tree oyster mushroom,pleurotus ostreatus,tree oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus ostreatus'
AV_POS_0110,oyster mushroom,pearl oyster mushroom,oyster mushroom,pearl oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus ostreatus'
AV_POS_0111,oyster mushroom,tree oyster mushroom,oyster mushroom,tree oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus ostreatus'
AV_POS_0112,pearl oyster mushroom,tree oyster mushroom,pearl oyster mushroom,tree oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus ostreatus'
AV_POS_0113,Potyvirus,potyvirus group,potyvirus,potyvirus group,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Potyvirus'
AV_POS_0114,Protista,protists,protista,protists,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Protista'
AV_POS_0115,Protothaca staminea,Paphia staminea,protothaca staminea,paphia staminea,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Protothaca staminea'
AV_POS_0116,Protozoa,Protozoans,protozoa,protozoans,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Protozoa'
AV_POS_0117,Prunus serotina,black cherry,prunus serotina,black cherry,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Prunus serotina'
AV_POS_0118,Prunus serotina,rum cherry,prunus serotina,rum cherry,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Prunus serotina'
AV_POS_0119,black cherry,rum cherry,black cherry,rum cherry,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Prunus serotina'
AV_POS_0120,Rhizomania virus,beet necrotic yellow vein furovirus,rhizomania virus,beet necrotic yellow vein furovirus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Rhizomania virus'
AV_POS_0121,Rotifera,rotifers,rotifera,rotifers,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Rotifera'
AV_POS_0122,Rottboellia cochinchinensis,Rottboellia exaltata,rottboellia cochinchinensis,rottboellia exaltata,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Rottboellia cochinchinensis'
AV_POS_0123,Sarcoptes scabiei,Sarcoptes canis,sarcoptes scabiei,sarcoptes canis,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sarcoptes scabiei'
AV_POS_0124,Sarcoptes scabiei,Sarcoptes suis,sarcoptes scabiei,sarcoptes suis,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sarcoptes scabiei'
AV_POS_0125,Sarcoptes canis,Sarcoptes suis,sarcoptes canis,sarcoptes suis,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sarcoptes scabiei'
AV_POS_0126,Saribus rotundifolius,round-leaf fountain palm,saribus rotundifolius,round-leaf fountain palm,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Saribus rotundifolius'
AV_POS_0127,Sclerotinia,Monilia fructigena,sclerotinia,monilia fructigena,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sclerotinia'
AV_POS_0128,Sclerotinia sclerotiorum,Sclerotinia libertiana,sclerotinia sclerotiorum,sclerotinia libertiana,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sclerotinia sclerotiorum'
AV_POS_0129,Sclerotinia sclerotiorum,Whetzelinia sclerotiorum,sclerotinia sclerotiorum,whetzelinia sclerotiorum,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sclerotinia sclerotiorum'
AV_POS_0130,Sclerotinia libertiana,Whetzelinia sclerotiorum,sclerotinia libertiana,whetzelinia sclerotiorum,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sclerotinia sclerotiorum'
AV_POS_0131,Sclerotium (Deuteromycotina),Sclerotium,sclerotium (deuteromycotina,sclerotium,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sclerotium (Deuteromycotina)'
AV_POS_0132,Spumavirus,Spumavirinae,spumavirus,spumavirinae,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Spumavirus'
AV_POS_0133,Spumavirus,bovine syncytial virus,spumavirus,bovine syncytial virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Spumavirus'
AV_POS_0134,Spumavirus,feline syncytial virus,spumavirus,feline syncytial virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Spumavirus'
AV_POS_0135,Spumavirus,syncytial viruses,spumavirus,syncytial viruses,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Spumavirus'
AV_POS_0136,Spumavirinae,bovine syncytial virus,spumavirinae,bovine syncytial virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Spumavirus'
AV_POS_0137,Spumavirinae,feline syncytial virus,spumavirinae,feline syncytial virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Spumavirus'
AV_POS_0138,Spumavirinae,syncytial viruses,spumavirinae,syncytial viruses,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Spumavirus'
AV_POS_0139,bovine syncytial virus,feline syncytial virus,bovine syncytial virus,feline syncytial virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Spumavirus'
AV_POS_0140,bovine syncytial virus,syncytial viruses,bovine syncytial virus,syncytial viruses,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Spumavirus'
AV_POS_0141,feline syncytial virus,syncytial viruses,feline syncytial virus,syncytial viruses,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Spumavirus'
AV_POS_0142,Streptomyces scabies,common scab,streptomyces scabies,common scab,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Streptomyces scabies'
AV_POS_0143,Trust Territory of Pacific Islands,Pacific Islands (Trust Territory),trust territory of pacific islands,pacific islands (trust territory,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Trust Territory of Pacific Islands'
