pair_id,name_1,name_2,canonical_1,canonical_2,entity_type,label,pair_source,confidence,note
PV_POS_0018,apple-scab,apple scab disease,apple-scab,apple scab disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple scab'
PV_POS_0019,scab of apple,Venturia scab,scab of apple,venturia scab,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple scab'
PV_POS_0020,scab of apple,apple scab disease,scab of apple,apple scab disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple scab'
PV_POS_0021,Venturia scab,apple scab disease,venturia scab,apple scab disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple scab'
PV_POS_0022,Apple Black Rot,Apple Black Rot,apple black rot,apple black rot,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0023,Apple Black Rot,APPLE BLACK ROT,apple black rot,apple black rot,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0024,Apple Black Rot,apple black-rot,apple black rot,apple black-rot,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0025,Apple Black Rot,Black Rot of apple,apple black rot,black rot of apple,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0026,Apple Black Rot,ABR,apple black rot,abr,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0027,Apple Black Rot,apple rot,apple black rot,apple rot,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0028,Apple Black Rot,APPLE BLACK ROT,apple black rot,apple black rot,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0029,Apple Black Rot,apple black-rot,apple black rot,apple black-rot,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0030,Apple Black Rot,Black Rot of apple,apple black rot,black rot of apple,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0031,Apple Black Rot,ABR,apple black rot,abr,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0032,Apple Black Rot,apple rot,apple black rot,apple rot,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0033,APPLE BLACK ROT,apple black-rot,apple black rot,apple black-rot,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0034,APPLE BLACK ROT,Black Rot of apple,apple black rot,black rot of apple,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0035,APPLE BLACK ROT,ABR,apple black rot,abr,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0036,APPLE BLACK ROT,apple rot,apple black rot,apple rot,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0037,apple black-rot,Black Rot of apple,apple black-rot,black rot of apple,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0038,apple black-rot,ABR,apple black-rot,abr,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0039,apple black-rot,apple rot,apple black-rot,apple rot,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0040,Black Rot of apple,ABR,black rot of apple,abr,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0041,Black Rot of apple,apple rot,black rot of apple,apple rot,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0042,ABR,apple rot,abr,apple rot,Disease,1,plantvillage_reference,1.0,Both refer to: 'apple black rot'
PV_POS_0043,Cedar Apple Rust,Cedar Apple Rust,cedar apple rust,cedar apple rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0044,Cedar Apple Rust,CEDAR APPLE RUST,cedar apple rust,cedar apple rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0045,Cedar Apple Rust,cedar-apple rust,cedar apple rust,cedar-apple rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0046,Cedar Apple Rust,CAR,cedar apple rust,car,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0047,Cedar Apple Rust,apple rust,cedar apple rust,apple rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0048,Cedar Apple Rust,Gymnosporangium rust,cedar apple rust,gymnosporangium rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0049,Cedar Apple Rust,CEDAR APPLE RUST,cedar apple rust,cedar apple rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0050,Cedar Apple Rust,cedar-apple rust,cedar apple rust,cedar-apple rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0051,Cedar Apple Rust,CAR,cedar apple rust,car,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0052,Cedar Apple Rust,apple rust,cedar apple rust,apple rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0053,Cedar Apple Rust,Gymnosporangium rust,cedar apple rust,gymnosporangium rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0054,CEDAR APPLE RUST,cedar-apple rust,cedar apple rust,cedar-apple rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0055,CEDAR APPLE RUST,CAR,cedar apple rust,car,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0056,CEDAR APPLE RUST,apple rust,cedar apple rust,apple rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0057,CEDAR APPLE RUST,Gymnosporangium rust,cedar apple rust,gymnosporangium rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0058,cedar-apple rust,CAR,cedar-apple rust,car,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0059,cedar-apple rust,apple rust,cedar-apple rust,apple rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0060,cedar-apple rust,Gymnosporangium rust,cedar-apple rust,gymnosporangium rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0061,CAR,apple rust,car,apple rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0062,CAR,Gymnosporangium rust,car,gymnosporangium rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0063,apple rust,Gymnosporangium rust,apple rust,gymnosporangium rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'cedar apple rust'
PV_POS_0064,Corn Common Rust,Corn Common Rust,corn common rust,corn common rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0065,Corn Common Rust,Common Rust of Maize,corn common rust,common rust of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0066,Corn Common Rust,COMMON RUST,corn common rust,common rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0067,Corn Common Rust,maize rust,corn common rust,maize rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0068,Corn Common Rust,common corn rust,corn common rust,common corn rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0069,Corn Common Rust,Puccinia rust,corn common rust,puccinia rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0070,Corn Common Rust,CCR,corn common rust,ccr,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0071,Corn Common Rust,Common Rust of Maize,corn common rust,common rust of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0072,Corn Common Rust,COMMON RUST,corn common rust,common rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0073,Corn Common Rust,maize rust,corn common rust,maize rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0074,Corn Common Rust,common corn rust,corn common rust,common corn rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0075,Corn Common Rust,Puccinia rust,corn common rust,puccinia rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0076,Corn Common Rust,CCR,corn common rust,ccr,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0077,Common Rust of Maize,COMMON RUST,common rust of maize,common rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0078,Common Rust of Maize,maize rust,common rust of maize,maize rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0079,Common Rust of Maize,common corn rust,common rust of maize,common corn rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0080,Common Rust of Maize,Puccinia rust,common rust of maize,puccinia rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0081,Common Rust of Maize,CCR,common rust of maize,ccr,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0082,COMMON RUST,maize rust,common rust,maize rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0083,COMMON RUST,common corn rust,common rust,common corn rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0084,COMMON RUST,Puccinia rust,common rust,puccinia rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0085,COMMON RUST,CCR,common rust,ccr,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0086,maize rust,common corn rust,maize rust,common corn rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0087,maize rust,Puccinia rust,maize rust,puccinia rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0088,maize rust,CCR,maize rust,ccr,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0089,common corn rust,Puccinia rust,common corn rust,puccinia rust,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0090,common corn rust,CCR,common corn rust,ccr,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0091,Puccinia rust,CCR,puccinia rust,ccr,Disease,1,plantvillage_reference,1.0,Both refer to: 'corn common rust'
PV_POS_0092,Northern Leaf Blight,Northern Leaf Blight,northern leaf blight,northern leaf blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0093,Northern Leaf Blight,NORTHERN LEAF BLIGHT,northern leaf blight,northern leaf blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0094,Northern Leaf Blight,NLB,northern leaf blight,nlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0095,Northern Leaf Blight,northern corn leaf blight,northern leaf blight,northern corn leaf blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0096,Northern Leaf Blight,NCLB,northern leaf blight,nclb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0097,Northern Leaf Blight,Turcicum blight,northern leaf blight,turcicum blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0098,Northern Leaf Blight,northern blight of maize,northern leaf blight,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0099,Northern Leaf Blight,NORTHERN LEAF BLIGHT,northern leaf blight,northern leaf blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0100,Northern Leaf Blight,NLB,northern leaf blight,nlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0101,Northern Leaf Blight,northern corn leaf blight,northern leaf blight,northern corn leaf blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0102,Northern Leaf Blight,NCLB,northern leaf blight,nclb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0103,Northern Leaf Blight,Turcicum blight,northern leaf blight,turcicum blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0104,Northern Leaf Blight,northern blight of maize,northern leaf blight,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0105,NORTHERN LEAF BLIGHT,NLB,northern leaf blight,nlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0106,NORTHERN LEAF BLIGHT,northern corn leaf blight,northern leaf blight,northern corn leaf blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0107,NORTHERN LEAF BLIGHT,NCLB,northern leaf blight,nclb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0108,NORTHERN LEAF BLIGHT,Turcicum blight,northern leaf blight,turcicum blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0109,NORTHERN LEAF BLIGHT,northern blight of maize,northern leaf blight,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0110,NLB,northern corn leaf blight,nlb,northern corn leaf blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0111,NLB,NCLB,nlb,nclb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0112,NLB,Turcicum blight,nlb,turcicum blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0113,NLB,northern blight of maize,nlb,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0114,northern corn leaf blight,NCLB,northern corn leaf blight,nclb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0115,northern corn leaf blight,Turcicum blight,northern corn leaf blight,turcicum blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0116,northern corn leaf blight,northern blight of maize,northern corn leaf blight,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0117,NCLB,Turcicum blight,nclb,turcicum blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0118,NCLB,northern blight of maize,nclb,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0119,Turcicum blight,northern blight of maize,turcicum blight,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight'
PV_POS_0120,Gray Leaf Spot,Gray Leaf Spot,gray leaf spot,gray leaf spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0121,Gray Leaf Spot,Grey Leaf Spot,gray leaf spot,grey leaf spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0122,Gray Leaf Spot,GRAY LEAF SPOT,gray leaf spot,gray leaf spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0123,Gray Leaf Spot,GLS,gray leaf spot,gls,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0124,Gray Leaf Spot,Cercospora leaf spot of maize,gray leaf spot,cercospora leaf spot of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0125,Gray Leaf Spot,gray spot,gray leaf spot,gray spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0126,Gray Leaf Spot,Grey Leaf Spot,gray leaf spot,grey leaf spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0127,Gray Leaf Spot,GRAY LEAF SPOT,gray leaf spot,gray leaf spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0128,Gray Leaf Spot,GLS,gray leaf spot,gls,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0129,Gray Leaf Spot,Cercospora leaf spot of maize,gray leaf spot,cercospora leaf spot of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0130,Gray Leaf Spot,gray spot,gray leaf spot,gray spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0131,Grey Leaf Spot,GRAY LEAF SPOT,grey leaf spot,gray leaf spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0132,Grey Leaf Spot,GLS,grey leaf spot,gls,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0133,Grey Leaf Spot,Cercospora leaf spot of maize,grey leaf spot,cercospora leaf spot of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0134,Grey Leaf Spot,gray spot,grey leaf spot,gray spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0135,GRAY LEAF SPOT,GLS,gray leaf spot,gls,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0136,GRAY LEAF SPOT,Cercospora leaf spot of maize,gray leaf spot,cercospora leaf spot of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0137,GRAY LEAF SPOT,gray spot,gray leaf spot,gray spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0138,GLS,Cercospora leaf spot of maize,gls,cercospora leaf spot of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0139,GLS,gray spot,gls,gray spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0140,Cercospora leaf spot of maize,gray spot,cercospora leaf spot of maize,gray spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot'
PV_POS_0141,Tomato Late Blight,Tomato Late Blight,tomato late blight,tomato late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0142,Tomato Late Blight,Late Blight of Tomato,tomato late blight,late blight of tomato,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0143,Tomato Late Blight,LATE BLIGHT,tomato late blight,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0144,Tomato Late Blight,late blight,tomato late blight,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0145,Tomato Late Blight,LB,tomato late blight,lb,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0146,Tomato Late Blight,Phytophthora blight,tomato late blight,phytophthora blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0147,Tomato Late Blight,tomato blight,tomato late blight,tomato blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0148,Tomato Late Blight,late blight disease,tomato late blight,late blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0149,Tomato Late Blight,Late Blight of Tomato,tomato late blight,late blight of tomato,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0150,Tomato Late Blight,LATE BLIGHT,tomato late blight,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0151,Tomato Late Blight,late blight,tomato late blight,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0152,Tomato Late Blight,LB,tomato late blight,lb,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0153,Tomato Late Blight,Phytophthora blight,tomato late blight,phytophthora blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0154,Tomato Late Blight,tomato blight,tomato late blight,tomato blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0155,Tomato Late Blight,late blight disease,tomato late blight,late blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0156,Late Blight of Tomato,LATE BLIGHT,late blight of tomato,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0157,Late Blight of Tomato,late blight,late blight of tomato,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0158,Late Blight of Tomato,LB,late blight of tomato,lb,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0159,Late Blight of Tomato,Phytophthora blight,late blight of tomato,phytophthora blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0160,Late Blight of Tomato,tomato blight,late blight of tomato,tomato blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0161,Late Blight of Tomato,late blight disease,late blight of tomato,late blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0162,LATE BLIGHT,late blight,late blight,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0163,LATE BLIGHT,LB,late blight,lb,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0164,LATE BLIGHT,Phytophthora blight,late blight,phytophthora blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0165,LATE BLIGHT,tomato blight,late blight,tomato blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0166,LATE BLIGHT,late blight disease,late blight,late blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0167,late blight,LB,late blight,lb,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0168,late blight,Phytophthora blight,late blight,phytophthora blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0169,late blight,tomato blight,late blight,tomato blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0170,late blight,late blight disease,late blight,late blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0171,LB,Phytophthora blight,lb,phytophthora blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0172,LB,tomato blight,lb,tomato blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0173,LB,late blight disease,lb,late blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0174,Phytophthora blight,tomato blight,phytophthora blight,tomato blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0175,Phytophthora blight,late blight disease,phytophthora blight,late blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0176,tomato blight,late blight disease,tomato blight,late blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight'
PV_POS_0177,Tomato Early Blight,Tomato Early Blight,tomato early blight,tomato early blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0178,Tomato Early Blight,Early Blight of Tomato,tomato early blight,early blight of tomato,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0179,Tomato Early Blight,EARLY BLIGHT,tomato early blight,early blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0180,Tomato Early Blight,early blight,tomato early blight,early blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0181,Tomato Early Blight,EB,tomato early blight,eb,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0182,Tomato Early Blight,Alternaria blight,tomato early blight,alternaria blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0183,Tomato Early Blight,early blight disease,tomato early blight,early blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0184,Tomato Early Blight,Early Blight of Tomato,tomato early blight,early blight of tomato,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0185,Tomato Early Blight,EARLY BLIGHT,tomato early blight,early blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0186,Tomato Early Blight,early blight,tomato early blight,early blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0187,Tomato Early Blight,EB,tomato early blight,eb,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0188,Tomato Early Blight,Alternaria blight,tomato early blight,alternaria blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0189,Tomato Early Blight,early blight disease,tomato early blight,early blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
PV_POS_0190,Early Blight of Tomato,EARLY BLIGHT,early blight of tomato,early blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato early blight'
