pair_id,name_1,name_2,canonical_1,canonical_2,entity_type,label,pair_source,confidence,note,context_1,context_2
AV_POS_0104,Perotis (Coleoptera),Perotis,perotis (coleoptera,perotis,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Perotis (Coleoptera)',"For the plant genus, see Perotis (Perotis (Spermatophyta) <c_52e55006>.","For the plant genus, see Perotis (Perotis (Spermatophyta) <c_52e55006>."
AV_POS_0105,Pestivirus,Mucosal disease virus,pestivirus,mucosal disease virus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pestivirus',nan,nan
AV_POS_0106,Pleurotus florida,white oyster mushroom,pleurotus florida,white oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus florida',nan,nan
AV_POS_0107,Pleurotus ostreatus,oyster mushroom,pleurotus ostreatus,oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus ostreatus',nan,nan
AV_POS_0108,Pleurotus ostreatus,pearl oyster mushroom,pleurotus ostreatus,pearl oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus ostreatus',nan,nan
AV_POS_0109,Pleurotus ostreatus,tree oyster mushroom,pleurotus ostreatus,tree oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus ostreatus',nan,nan
AV_POS_0110,oyster mushroom,pearl oyster mushroom,oyster mushroom,pearl oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus ostreatus',nan,nan
AV_POS_0111,oyster mushroom,tree oyster mushroom,oyster mushroom,tree oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus ostreatus',nan,nan
AV_POS_0112,pearl oyster mushroom,tree oyster mushroom,pearl oyster mushroom,tree oyster mushroom,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Pleurotus ostreatus',nan,nan
AV_POS_0113,Potyvirus,potyvirus group,potyvirus,potyvirus group,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Potyvirus',nan,nan
AV_POS_0114,Protista,protists,protista,protists,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Protista',nan,nan
AV_POS_0115,Protothaca staminea,Paphia staminea,protothaca staminea,paphia staminea,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Protothaca staminea',nan,nan
AV_POS_0116,Protozoa,Protozoans,protozoa,protozoans,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Protozoa',nan,nan
AV_POS_0117,Prunus serotina,black cherry,prunus serotina,black cherry,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Prunus serotina',nan,nan
AV_POS_0118,Prunus serotina,rum cherry,prunus serotina,rum cherry,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Prunus serotina',nan,nan
AV_POS_0119,black cherry,rum cherry,black cherry,rum cherry,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Prunus serotina',nan,nan
AV_POS_0120,Rhizomania virus,beet necrotic yellow vein furovirus,rhizomania virus,beet necrotic yellow vein furovirus,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Rhizomania virus',nan,nan
AV_POS_0121,Rotifera,rotifers,rotifera,rotifers,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Rotifera',nan,nan
AV_POS_0122,Rottboellia cochinchinensis,Rottboellia exaltata,rottboellia cochinchinensis,rottboellia exaltata,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Rottboellia cochinchinensis',nan,nan
AV_POS_0123,Sarcoptes scabiei,Sarcoptes canis,sarcoptes scabiei,sarcoptes canis,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sarcoptes scabiei',nan,nan
AV_POS_0124,Sarcoptes scabiei,Sarcoptes suis,sarcoptes scabiei,sarcoptes suis,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sarcoptes scabiei',nan,nan
AV_POS_0125,Sarcoptes canis,Sarcoptes suis,sarcoptes canis,sarcoptes suis,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sarcoptes scabiei',nan,nan
AV_POS_0126,Saribus rotundifolius,round-leaf fountain palm,saribus rotundifolius,round-leaf fountain palm,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Saribus rotundifolius',nan,nan
AV_POS_0127,Sclerotinia,Monilia fructigena,sclerotinia,monilia fructigena,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sclerotinia',nan,nan
AV_POS_0128,Sclerotinia sclerotiorum,Sclerotinia libertiana,sclerotinia sclerotiorum,sclerotinia libertiana,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sclerotinia sclerotiorum',nan,nan
AV_POS_0129,Sclerotinia sclerotiorum,Whetzelinia sclerotiorum,sclerotinia sclerotiorum,whetzelinia sclerotiorum,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sclerotinia sclerotiorum',nan,nan
AV_POS_0130,Sclerotinia libertiana,Whetzelinia sclerotiorum,sclerotinia libertiana,whetzelinia sclerotiorum,Disease,1,agrovoc_sparql,1.0,AGROVOC synonyms of: 'Sclerotinia sclerotiorum',nan,nan
